BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.2228;ReceivingData;anonymous;Sample;8148;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:13.3973
0.2339;ReceivingData;anonymous;Sample;8154;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:13.5455
0.2654;ReceivingData;anonymous;Sample;8160;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:13.6968
0.2795;ReceivingData;anonymous;Sample;8166;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:13.8468
0.3053;ReceivingData;anonymous;Sample;8172;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:13.9970
0.3471;ReceivingData;anonymous;Sample;8178;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:14.1486
0.4786;ReceivingData;anonymous;Sample;8184;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:14.2978
0.6045;ReceivingData;anonymous;Sample;8190;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:14.4482
0.6219;ReceivingData;anonymous;Sample;8196;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:14.5970
0.6052;ReceivingData;anonymous;Sample;8202;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:14.7472
0.6037;ReceivingData;anonymous;Sample;8208;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:14.8973
0.7128;ReceivingData;anonymous;Sample;8214;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:15.0497
0.7960;ReceivingData;anonymous;Sample;8220;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:15.1980
0.8330;ReceivingData;anonymous;Sample;8226;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:15.3509
0.8430;ReceivingData;anonymous;Sample;8232;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:15.4973
0.8513;ReceivingData;anonymous;Sample;8238;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:15.6481
0.8439;ReceivingData;anonymous;Sample;8244;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:15.7966
0.8284;ReceivingData;anonymous;Sample;8250;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:15.9508
0.8229;ReceivingData;anonymous;Sample;8256;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:16.0978
0.8229;ReceivingData;anonymous;Sample;8262;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:16.2491
0.2228;ReceivingData;anonymous;Sample;8268;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:16.3974
0.2339;ReceivingData;anonymous;Sample;8274;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:16.5662
0.2654;ReceivingData;anonymous;Sample;8280;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:16.7319
0.2228;ReceivingData;anonymous;Sample;8500;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:22.2698
0.2339;ReceivingData;anonymous;Sample;8506;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:22.4224
0.2654;ReceivingData;anonymous;Sample;8512;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:22.5724
0.2795;ReceivingData;anonymous;Sample;8519;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:22.7373
0.3053;ReceivingData;anonymous;Sample;8526;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:22.9041
0.3471;ReceivingData;anonymous;Sample;8533;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:23.0698
0.4786;ReceivingData;anonymous;Sample;8539;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:23.2236
0.6045;ReceivingData;anonymous;Sample;8546;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:23.3877
0.6219;ReceivingData;anonymous;Sample;8552;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:23.5411
0.6052;ReceivingData;anonymous;Sample;8558;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:23.6888
0.6037;ReceivingData;anonymous;Sample;8565;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:23.8381
0.7128;ReceivingData;anonymous;Sample;8571;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:23.9894
0.7960;ReceivingData;anonymous;Sample;8577;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:24.1399
0.8330;ReceivingData;anonymous;Sample;8584;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:24.3074
0.8430;ReceivingData;anonymous;Sample;8590;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:24.4548
0.8513;ReceivingData;anonymous;Sample;8596;177ed70f-b65c-41bc-8cec-84c29c082cfd;2023-05-11 13:31:24.6063
