BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.2228;ReceivingData;anonymous;Sample;5465;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:09.2626
0.2339;ReceivingData;anonymous;Sample;5471;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:09.4291
0.2654;ReceivingData;anonymous;Sample;5477;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:09.5790
0.2795;ReceivingData;anonymous;Sample;5482;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:09.7360
0.3053;ReceivingData;anonymous;Sample;5488;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:09.8959
0.3471;ReceivingData;anonymous;Sample;5494;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:10.0645
0.4786;ReceivingData;anonymous;Sample;5500;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:10.2298
0.6045;ReceivingData;anonymous;Sample;5506;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:10.3796
0.6219;ReceivingData;anonymous;Sample;5511;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:10.5292
0.6052;ReceivingData;anonymous;Sample;5517;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:10.6801
0.6037;ReceivingData;anonymous;Sample;5523;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:10.8469
0.7128;ReceivingData;anonymous;Sample;5529;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:10.9973
0.7960;ReceivingData;anonymous;Sample;5535;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:11.1667
0.8330;ReceivingData;anonymous;Sample;5541;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:11.3342
0.8430;ReceivingData;anonymous;Sample;5547;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:11.4814
0.8513;ReceivingData;anonymous;Sample;5553;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:11.6469
0.8439;ReceivingData;anonymous;Sample;5559;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:11.8169
0.8284;ReceivingData;anonymous;Sample;5565;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:11.9831
0.8229;ReceivingData;anonymous;Sample;5571;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:12.1516
0.8229;ReceivingData;anonymous;Sample;5577;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:12.2997
0.2228;ReceivingData;anonymous;Sample;5583;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:12.4667
0.2339;ReceivingData;anonymous;Sample;5589;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:12.6315
0.2228;ReceivingData;anonymous;Sample;6621;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:39.7037
0.2339;ReceivingData;anonymous;Sample;6627;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:39.8732
0.2654;ReceivingData;anonymous;Sample;6633;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:40.0218
0.2795;ReceivingData;anonymous;Sample;6639;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:40.1704
0.3053;ReceivingData;anonymous;Sample;6645;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:40.3428
0.3471;ReceivingData;anonymous;Sample;6651;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:40.4889
0.4786;ReceivingData;anonymous;Sample;6657;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:40.6401
0.6045;ReceivingData;anonymous;Sample;6663;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:40.8055
0.6219;ReceivingData;anonymous;Sample;6669;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:40.9544
0.6052;ReceivingData;anonymous;Sample;6675;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:41.1057
0.6037;ReceivingData;anonymous;Sample;6681;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:41.2721
0.7128;ReceivingData;anonymous;Sample;6687;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:41.4222
0.7960;ReceivingData;anonymous;Sample;6693;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:41.5712
0.8330;ReceivingData;anonymous;Sample;6699;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:41.7411
0.8430;ReceivingData;anonymous;Sample;6705;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:41.8897
0.8513;ReceivingData;anonymous;Sample;6711;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:42.0581
0.8439;ReceivingData;anonymous;Sample;6717;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:42.2054
0.8284;ReceivingData;anonymous;Sample;6723;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:42.3768
0.8229;ReceivingData;anonymous;Sample;6729;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:42.5224
0.8229;ReceivingData;anonymous;Sample;6735;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:42.6925
0.2228;ReceivingData;anonymous;Sample;6741;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:42.8391
0.2339;ReceivingData;anonymous;Sample;6747;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:43.0065
0.2654;ReceivingData;anonymous;Sample;6753;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 10:59:43.1573
0.2228;ReceivingData;anonymous;Sample;7653;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:08.3442
0.2339;ReceivingData;anonymous;Sample;7658;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:08.4989
0.2654;ReceivingData;anonymous;Sample;7664;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:08.6632
0.2795;ReceivingData;anonymous;Sample;7670;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:08.8282
0.3053;ReceivingData;anonymous;Sample;7676;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:08.9957
0.3471;ReceivingData;anonymous;Sample;7682;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:09.1621
0.4786;ReceivingData;anonymous;Sample;7688;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:09.3281
0.6045;ReceivingData;anonymous;Sample;7694;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:09.4964
0.6219;ReceivingData;anonymous;Sample;7700;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:09.6626
0.6052;ReceivingData;anonymous;Sample;7706;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:09.8288
0.6037;ReceivingData;anonymous;Sample;7712;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:09.9956
0.7128;ReceivingData;anonymous;Sample;7718;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:10.1652
0.7960;ReceivingData;anonymous;Sample;7724;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:10.3292
0.8330;ReceivingData;anonymous;Sample;7730;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:10.4964
0.8430;ReceivingData;anonymous;Sample;7736;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:10.6633
0.8513;ReceivingData;anonymous;Sample;7742;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:10.8305
0.8439;ReceivingData;anonymous;Sample;7748;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:10.9804
0.8284;ReceivingData;anonymous;Sample;7753;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:11.1337
0.8229;ReceivingData;anonymous;Sample;7759;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:11.2962
0.8229;ReceivingData;anonymous;Sample;7765;969f026f-5c40-463c-a02b-7e9eede3cdb9;2023-05-11 11:00:11.4648
