BCI attempt;BCIConfidence;BCIState;BCIThresholdBuffer;Email;Event;Framecount;Gamemode;GoblinName;InputNumber;Nr of Turns;Player Health;Player Mana;PlayerTurn;SessionID;Success BCI;Take Damage;Timestamp
NULL;NULL;Connecting;NULL;anonymous;BCIStateUpdated;4070;NULL;NULL;NULL;NULL;NULL;NULL;NULL;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:32.3658
NULL;NULL;NULL;NULL;anonymous;Scene Start;4070;Interval;NULL;NULL;NULL;NULL;NULL;NULL;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:32.3693
NULL;NULL;NULL;NULL;anonymous;Start Player Turn;4070;NULL;NULL;NULL;1;NULL;NULL;TRUE;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:32.3737
NULL;NULL;ReceivingHeader;NULL;anonymous;BCIStateUpdated;4092;NULL;NULL;NULL;NULL;NULL;NULL;NULL;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:32.9861
NULL;NULL;ReceivingData;NULL;anonymous;BCIStateUpdated;4092;NULL;NULL;NULL;NULL;NULL;NULL;NULL;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:32.9861
NULL;NULL;NULL;NULL;anonymous;Player Moving;4226;NULL;NULL;NULL;NULL;NULL;NULL;NULL;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:36.4290
NULL;NULL;NULL;NULL;anonymous;End Player Turn;4354;NULL;NULL;NULL;1;NULL;NULL;FALSE;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:39.6054
NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;4354;NULL;NULL;NULL;1;NULL;NULL;FALSE;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:39.6054
NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;4399;NULL;NULL;NULL;1;NULL;NULL;FALSE;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;NULL;2023-05-11 10:58:40.7387
NULL;NULL;NULL;NULL;anonymous;Player Hurt;4412;NULL;NULL;NULL;NULL;19.0000;9999.0000;NULL;969f026f-5c40-463c-a02b-7e9eede3cdb9;NULL;1;2023-05-11 10:58:41.0721
