BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.2228;ReceivingData;anonymous;Sample;5540;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:09.8792
0.2339;ReceivingData;anonymous;Sample;5546;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:10.0309
0.2654;ReceivingData;anonymous;Sample;5553;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:10.1807
0.2795;ReceivingData;anonymous;Sample;5560;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:10.3487
0.3053;ReceivingData;anonymous;Sample;5567;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:10.4978
0.3471;ReceivingData;anonymous;Sample;5574;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:10.6461
0.4786;ReceivingData;anonymous;Sample;5581;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:10.8161
0.6045;ReceivingData;anonymous;Sample;5588;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:10.9634
0.6219;ReceivingData;anonymous;Sample;5595;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:11.1313
0.6052;ReceivingData;anonymous;Sample;5602;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:11.2818
0.6037;ReceivingData;anonymous;Sample;5609;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:11.4305
0.7128;ReceivingData;anonymous;Sample;5616;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:11.6010
0.7960;ReceivingData;anonymous;Sample;5623;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:11.7514
0.8330;ReceivingData;anonymous;Sample;5630;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:11.9185
0.8430;ReceivingData;anonymous;Sample;5637;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:12.0657
0.8513;ReceivingData;anonymous;Sample;5644;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:12.2332
0.8439;ReceivingData;anonymous;Sample;5651;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:12.4016
0.8284;ReceivingData;anonymous;Sample;5658;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:12.5508
0.8229;ReceivingData;anonymous;Sample;5665;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:12.6989
0.8229;ReceivingData;anonymous;Sample;5671;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:12.8502
0.2228;ReceivingData;anonymous;Sample;5677;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:12.9978
0.2339;ReceivingData;anonymous;Sample;5683;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:13.1495
0.2654;ReceivingData;anonymous;Sample;5689;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:13.2988
0.2228;ReceivingData;anonymous;Sample;6059;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:21.7600
0.2339;ReceivingData;anonymous;Sample;6066;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:21.9060
0.2654;ReceivingData;anonymous;Sample;6073;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:22.0564
0.2795;ReceivingData;anonymous;Sample;6080;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:22.2274
0.3053;ReceivingData;anonymous;Sample;6087;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:22.3719
0.3471;ReceivingData;anonymous;Sample;6094;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:22.5430
0.4786;ReceivingData;anonymous;Sample;6101;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:22.6900
0.6045;ReceivingData;anonymous;Sample;6108;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:22.8610
0.6219;ReceivingData;anonymous;Sample;6115;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:23.0083
0.6052;ReceivingData;anonymous;Sample;6121;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:23.1620
0.6037;ReceivingData;anonymous;Sample;6127;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:23.3104
0.7128;ReceivingData;anonymous;Sample;6134;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:23.4571
0.7960;ReceivingData;anonymous;Sample;6141;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:23.6288
0.8330;ReceivingData;anonymous;Sample;6148;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:23.7738
0.8430;ReceivingData;anonymous;Sample;6155;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:23.9447
0.8513;ReceivingData;anonymous;Sample;6162;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:24.0918
0.8439;ReceivingData;anonymous;Sample;6168;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:24.2437
0.8284;ReceivingData;anonymous;Sample;6175;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:24.3922
0.8229;ReceivingData;anonymous;Sample;6182;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:24.5601
0.8229;ReceivingData;anonymous;Sample;6189;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:24.7250
0.2228;ReceivingData;anonymous;Sample;6195;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:24.8766
0.2339;ReceivingData;anonymous;Sample;6201;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:25.0293
0.2654;ReceivingData;anonymous;Sample;6208;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:25.1961
0.2228;ReceivingData;anonymous;Sample;6591;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:34.0008
0.2339;ReceivingData;anonymous;Sample;6598;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:34.1707
0.2654;ReceivingData;anonymous;Sample;6605;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:34.3159
0.2795;ReceivingData;anonymous;Sample;6612;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:34.4869
0.3053;ReceivingData;anonymous;Sample;6619;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:34.6322
0.3471;ReceivingData;anonymous;Sample;6626;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:34.7838
0.4786;ReceivingData;anonymous;Sample;6632;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:34.9348
0.6045;ReceivingData;anonymous;Sample;6639;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:35.0838
0.6219;ReceivingData;anonymous;Sample;6646;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:35.2336
0.6052;ReceivingData;anonymous;Sample;6653;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:35.3846
0.6037;ReceivingData;anonymous;Sample;6660;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:35.5529
0.7128;ReceivingData;anonymous;Sample;6667;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:35.7004
0.7960;ReceivingData;anonymous;Sample;6674;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:35.8696
0.8330;ReceivingData;anonymous;Sample;6681;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:36.0172
0.8430;ReceivingData;anonymous;Sample;6688;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:36.1896
0.8513;ReceivingData;anonymous;Sample;6695;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:36.3344
0.8439;ReceivingData;anonymous;Sample;6701;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:36.4867
0.8284;ReceivingData;anonymous;Sample;6708;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:36.6357
0.8229;ReceivingData;anonymous;Sample;6715;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:36.8047
0.8229;ReceivingData;anonymous;Sample;6721;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:36.9547
0.2228;ReceivingData;anonymous;Sample;6727;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:37.1048
0.2339;ReceivingData;anonymous;Sample;6733;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:37.2517
0.2654;ReceivingData;anonymous;Sample;6739;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:37.4068
0.2228;ReceivingData;anonymous;Sample;7072;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:45.1304
0.2339;ReceivingData;anonymous;Sample;7079;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:45.2747
0.2654;ReceivingData;anonymous;Sample;7086;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:45.4450
0.2795;ReceivingData;anonymous;Sample;7093;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:45.5916
0.3053;ReceivingData;anonymous;Sample;7100;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:45.7633
0.3471;ReceivingData;anonymous;Sample;7107;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:45.9289
0.4786;ReceivingData;anonymous;Sample;7114;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:46.0758
0.6045;ReceivingData;anonymous;Sample;7121;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:46.2471
0.6219;ReceivingData;anonymous;Sample;7128;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:46.3922
0.6052;ReceivingData;anonymous;Sample;7135;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:46.5648
0.6037;ReceivingData;anonymous;Sample;7142;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:46.7284
0.7128;ReceivingData;anonymous;Sample;7149;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:46.8779
0.7960;ReceivingData;anonymous;Sample;7156;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:47.0264
0.8330;ReceivingData;anonymous;Sample;7163;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:47.1978
0.8430;ReceivingData;anonymous;Sample;7170;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:47.3467
0.8513;ReceivingData;anonymous;Sample;7177;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:47.4933
0.8439;ReceivingData;anonymous;Sample;7183;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:47.6449
0.8284;ReceivingData;anonymous;Sample;7190;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:47.7955
0.8229;ReceivingData;anonymous;Sample;7197;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:47.9630
0.8229;ReceivingData;anonymous;Sample;7203;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:48.1146
0.2228;ReceivingData;anonymous;Sample;7209;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:48.2648
0.2339;ReceivingData;anonymous;Sample;7215;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:48.4147
0.2654;ReceivingData;anonymous;Sample;7221;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 12:59:48.5664
0.2228;ReceivingData;anonymous;Sample;10639;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:19.1216
0.2339;ReceivingData;anonymous;Sample;10645;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:19.2877
0.2654;ReceivingData;anonymous;Sample;10651;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:19.4375
0.2795;ReceivingData;anonymous;Sample;10656;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:19.5904
0.3053;ReceivingData;anonymous;Sample;10662;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:19.7396
0.3471;ReceivingData;anonymous;Sample;10668;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:19.9045
0.4786;ReceivingData;anonymous;Sample;10674;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:20.0722
0.6045;ReceivingData;anonymous;Sample;10680;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:20.2210
0.6219;ReceivingData;anonymous;Sample;10686;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:20.3882
0.6052;ReceivingData;anonymous;Sample;10692;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:20.5408
0.6037;ReceivingData;anonymous;Sample;10698;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:20.6889
0.7128;ReceivingData;anonymous;Sample;10704;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:20.8549
0.7960;ReceivingData;anonymous;Sample;10710;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:21.0047
0.8330;ReceivingData;anonymous;Sample;10716;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:21.1713
0.8430;ReceivingData;anonymous;Sample;10722;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:21.3217
0.8513;ReceivingData;anonymous;Sample;10728;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:21.4894
0.8439;ReceivingData;anonymous;Sample;10734;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:21.6598
0.8284;ReceivingData;anonymous;Sample;10740;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:21.8059
0.8229;ReceivingData;anonymous;Sample;10746;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:21.9748
0.8229;ReceivingData;anonymous;Sample;10751;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:22.1234
0.2228;ReceivingData;anonymous;Sample;10757;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:22.2891
0.2339;ReceivingData;anonymous;Sample;10763;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:22.4587
0.2654;ReceivingData;anonymous;Sample;10768;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:22.6090
0.2654;ReceivingData;anonymous;Sample;10769;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:22.6360
0.2228;ReceivingData;anonymous;Sample;10898;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:26.1751
0.2339;ReceivingData;anonymous;Sample;10904;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:26.3429
0.2654;ReceivingData;anonymous;Sample;10910;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:26.4938
0.2795;ReceivingData;anonymous;Sample;10916;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:26.6642
0.3053;ReceivingData;anonymous;Sample;10922;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:26.8113
0.3471;ReceivingData;anonymous;Sample;10928;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:26.9816
0.4786;ReceivingData;anonymous;Sample;10934;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:27.1297
0.6045;ReceivingData;anonymous;Sample;10940;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:27.2775
0.6219;ReceivingData;anonymous;Sample;10946;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:27.4437
0.6052;ReceivingData;anonymous;Sample;10952;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:27.5934
0.6037;ReceivingData;anonymous;Sample;10958;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:27.7463
0.7128;ReceivingData;anonymous;Sample;10964;6b79f51f-4e5e-4316-ab2a-ab42bd95beae;2023-05-11 13:01:27.9110
