BCIProcessingMode;ConfidenceThreshold;ConsecutiveThresholdBufferSize;DeviceID;Email;Framecount;SessionID;Timestamp
ConsecutiveThreshold;0.7000;8;705afb26b84e1f1141e8e47fe00a435bc5b95b42;anonymous;17110;c2c163bc-6c5b-4fdd-bed2-9bf135daf9b3;2023-05-11 10:24:46.0826
