BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.2228;ReceivingData;anonymous;Sample;3956;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:28.8567
0.2339;ReceivingData;anonymous;Sample;3962;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:29.0082
0.2654;ReceivingData;anonymous;Sample;3968;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:29.1580
0.2795;ReceivingData;anonymous;Sample;3975;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:29.3287
0.3053;ReceivingData;anonymous;Sample;3981;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:29.4799
0.3471;ReceivingData;anonymous;Sample;3987;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:29.6279
0.4786;ReceivingData;anonymous;Sample;3994;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:29.7962
0.6045;ReceivingData;anonymous;Sample;4001;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:29.9641
0.6219;ReceivingData;anonymous;Sample;4007;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:30.1120
0.6052;ReceivingData;anonymous;Sample;4014;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:30.2788
0.6037;ReceivingData;anonymous;Sample;4020;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:30.4289
0.7128;ReceivingData;anonymous;Sample;4027;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:30.5963
0.7960;ReceivingData;anonymous;Sample;4034;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:30.7612
0.8330;ReceivingData;anonymous;Sample;4041;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:30.9086
0.8430;ReceivingData;anonymous;Sample;4047;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:31.0620
0.8513;ReceivingData;anonymous;Sample;4053;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:31.2092
0.8439;ReceivingData;anonymous;Sample;4059;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:31.3618
0.8284;ReceivingData;anonymous;Sample;4066;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:31.5291
0.8229;ReceivingData;anonymous;Sample;4073;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:31.6762
0.8229;ReceivingData;anonymous;Sample;4079;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:31.8323
0.2228;ReceivingData;anonymous;Sample;4086;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:31.9942
0.2339;ReceivingData;anonymous;Sample;4092;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:32.1497
0.2654;ReceivingData;anonymous;Sample;4099;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:32.3130
0.2228;ReceivingData;anonymous;Sample;4933;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:55.7307
0.2339;ReceivingData;anonymous;Sample;4938;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:55.8814
0.2654;ReceivingData;anonymous;Sample;4944;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:56.0492
0.2795;ReceivingData;anonymous;Sample;4949;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:56.2004
0.3053;ReceivingData;anonymous;Sample;4954;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:56.3510
0.3471;ReceivingData;anonymous;Sample;4959;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:56.4990
0.4786;ReceivingData;anonymous;Sample;4964;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:56.6480
0.6045;ReceivingData;anonymous;Sample;4969;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:56.7995
0.6219;ReceivingData;anonymous;Sample;4974;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:56.9507
0.6052;ReceivingData;anonymous;Sample;4980;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:57.1145
0.6037;ReceivingData;anonymous;Sample;4985;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:57.2651
0.7128;ReceivingData;anonymous;Sample;4990;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:57.4146
0.7960;ReceivingData;anonymous;Sample;4996;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:57.5841
0.8330;ReceivingData;anonymous;Sample;5001;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:57.7346
0.8430;ReceivingData;anonymous;Sample;5006;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:57.8840
0.8513;ReceivingData;anonymous;Sample;5011;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:58.0329
0.8439;ReceivingData;anonymous;Sample;5016;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:58.1831
0.8284;ReceivingData;anonymous;Sample;5022;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:58.3503
0.8229;ReceivingData;anonymous;Sample;5027;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:58.4988
0.8229;ReceivingData;anonymous;Sample;5033;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:58.6678
0.2228;ReceivingData;anonymous;Sample;5038;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:58.8161
0.2339;ReceivingData;anonymous;Sample;5044;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:58.9846
0.2654;ReceivingData;anonymous;Sample;5050;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:38:59.1521
0.2228;ReceivingData;anonymous;Sample;5967;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:26.1929
0.2339;ReceivingData;anonymous;Sample;5972;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:26.3575
0.2654;ReceivingData;anonymous;Sample;5977;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:26.5262
0.2795;ReceivingData;anonymous;Sample;5982;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:26.6916
0.3053;ReceivingData;anonymous;Sample;5987;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:26.8595
0.3471;ReceivingData;anonymous;Sample;5992;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:27.0254
0.4786;ReceivingData;anonymous;Sample;5997;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:27.1929
0.6045;ReceivingData;anonymous;Sample;6002;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:27.3584
0.6219;ReceivingData;anonymous;Sample;6007;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:27.5254
0.6052;ReceivingData;anonymous;Sample;6012;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:27.6740
0.6037;ReceivingData;anonymous;Sample;6017;fe588a4a-d8d6-4156-97fe-8ed9c2ed8984;2023-05-11 13:39:27.8401
