Attack;BCI attempt;BCIConfidence;BCIState;BCIThresholdBuffer;Email;Event;Framecount;Gamemode;GoblinName;InputNumber;Nr of Turns;Player Health;Player Mana;PlayerTurn;SessionID;Success BCI;Take Damage;Timestamp
NULL;NULL;0.8229;ReceivingData;NULL;anonymous;MotorImagery;10243;NULL;NULL;4;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:27.8007
NULL;NULL;NULL;NULL;(0.844 0.828 0.823 0.713 0.796 0.833 0.843 0.851 );anonymous;NULL;10243;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:27.8017
NULL;NULL;NULL;NULL;NULL;anonymous;RegenMana;10243;NULL;NULL;NULL;NULL;20.0000;6.0000;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;0;2023-05-10 13:01:27.8017
NULL;9;NULL;NULL;NULL;anonymous;BciSuccess;10243;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;TRUE;NULL;2023-05-10 13:01:27.8027
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10310;NULL;NULL;NULL;1;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:29.3185
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10364;NULL;NULL;NULL;1;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:30.4193
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10366;NULL;NULL;NULL;1;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:30.4518
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10404;NULL;NULL;NULL;1;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:31.2690
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10463;NULL;NULL;NULL;1;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:32.4712
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10474;NULL;NULL;NULL;1;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:32.7065
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;10499;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:33.2038
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;10500;NULL;NULL;NULL;2;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:33.2410
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;10618;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:35.9838
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;10704;NULL;NULL;NULL;2;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:37.8416
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10704;NULL;NULL;NULL;2;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:37.8416
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10712;NULL;NULL;NULL;2;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:38.0243
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10714;NULL;NULL;NULL;2;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:38.0751
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10749;NULL;NULL;NULL;2;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:38.9425
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10818;NULL;NULL;NULL;2;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:40.7428
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;10880;NULL;NULL;NULL;2;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:42.2957
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;10887;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:42.4784
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;10888;NULL;NULL;NULL;3;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:42.4944
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;10929;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:43.5403
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;11076;NULL;NULL;NULL;3;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:47.0856
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11076;NULL;NULL;NULL;3;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:47.0856
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11100;NULL;NULL;NULL;3;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:47.6497
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11102;NULL;NULL;NULL;3;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:47.6996
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11123;NULL;NULL;NULL;3;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:48.2009
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11125;NULL;NULL;NULL;3;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:48.2528
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11153;NULL;NULL;NULL;3;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:48.9209
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;11200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:50.0543
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;11201;NULL;NULL;NULL;4;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:50.0685
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;11447;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:01:56.6388
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;11598;NULL;NULL;NULL;4;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:00.2792
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11598;NULL;NULL;NULL;4;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:00.2802
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11658;NULL;NULL;NULL;4;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:01.7105
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11660;NULL;NULL;NULL;4;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:01.7619
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11686;NULL;NULL;NULL;4;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:02.3956
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11720;NULL;NULL;NULL;4;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:03.2130
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11783;NULL;NULL;NULL;4;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:04.6800
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;11803;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:05.1488
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;11804;NULL;NULL;NULL;5;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:05.1650
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;11870;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:06.9791
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;11950;NULL;NULL;NULL;5;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:09.0696
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11950;NULL;NULL;NULL;5;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:09.0696
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11958;NULL;NULL;NULL;5;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:09.2682
NULL;NULL;NULL;NULL;NULL;anonymous;Player Hurt;11972;NULL;NULL;NULL;NULL;19.0000;8.0000;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;1;2023-05-10 13:02:09.6202
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;11973;NULL;NULL;NULL;5;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:09.6368
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12026;NULL;NULL;NULL;5;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:10.9545
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12072;NULL;NULL;NULL;5;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:12.1365
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12094;NULL;NULL;NULL;5;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:12.6889
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;12120;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:13.3547
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;12121;NULL;NULL;NULL;6;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:13.3714
1;NULL;NULL;NULL;NULL;anonymous;Player Attacking;12170;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:14.7274
NULL;NULL;NULL;NULL;NULL;anonymous;Goblin Death;12199;NULL;Goblin 2 Variant (1);NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:15.5413
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12237;NULL;NULL;NULL;6;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:16.5573
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12294;NULL;NULL;NULL;6;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:17.9901
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12327;NULL;NULL;NULL;6;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:18.8099
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12374;NULL;NULL;NULL;6;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:19.9959
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12382;NULL;NULL;NULL;6;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:20.1971
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;12384;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:20.2438
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;12385;NULL;NULL;NULL;7;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:20.2605
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;12411;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:20.9753
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;12502;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:23.2488
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;12593;NULL;NULL;NULL;7;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:25.4476
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12593;NULL;NULL;NULL;7;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:25.4486
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12602;NULL;NULL;NULL;7;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:25.6833
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12624;NULL;NULL;NULL;7;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:26.1973
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12646;NULL;NULL;NULL;7;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:26.7344
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12708;NULL;NULL;NULL;7;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:28.1544
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;12709;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:28.1697
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;12710;NULL;NULL;NULL;8;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:28.1854
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;12736;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:28.8427
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;12877;NULL;NULL;NULL;8;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:32.2895
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12877;NULL;NULL;NULL;8;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:32.2905
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12942;NULL;NULL;NULL;8;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:33.8206
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;12964;NULL;NULL;NULL;8;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:34.3385
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13011;NULL;NULL;NULL;8;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:35.4264
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13034;NULL;NULL;NULL;8;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:35.9403
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;13035;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:35.9549
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;13036;NULL;NULL;NULL;9;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:35.9925
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;13063;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:36.6894
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;13177;NULL;NULL;NULL;9;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:39.4767
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13177;NULL;NULL;NULL;9;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:39.4774
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13186;NULL;NULL;NULL;9;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:39.6929
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13233;NULL;NULL;NULL;9;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:40.8783
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13268;NULL;NULL;NULL;9;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:41.7600
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13270;NULL;NULL;NULL;9;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:41.8110
NULL;NULL;NULL;NULL;NULL;anonymous;End Goblin Turn;13271;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:41.8450
NULL;NULL;NULL;NULL;NULL;anonymous;Start Player Turn;13272;NULL;NULL;NULL;10;NULL;NULL;TRUE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:41.8611
NULL;NULL;NULL;NULL;NULL;anonymous;Player Moving;13391;NULL;NULL;NULL;NULL;NULL;NULL;NULL;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:45.1096
NULL;NULL;NULL;NULL;NULL;anonymous;End Player Turn;13529;NULL;NULL;NULL;10;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:48.6026
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13529;NULL;NULL;NULL;10;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:48.6036
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13579;NULL;NULL;NULL;10;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:49.7675
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13615;NULL;NULL;NULL;10;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:50.6045
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13663;NULL;NULL;NULL;10;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:51.7202
NULL;NULL;NULL;NULL;NULL;anonymous;Start Goblin Turn;13665;NULL;NULL;NULL;10;NULL;NULL;FALSE;fdfc98f4-5725-4257-9346-0198b5999b7b;NULL;NULL;2023-05-10 13:02:51.7704
