BCIConfidence;BCIState;Email;Event;Framecount;SessionID;Timestamp
0.2228;ReceivingData;anonymous;Sample;6812;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:13.3633
0.2339;ReceivingData;anonymous;Sample;6818;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:13.5145
0.2654;ReceivingData;anonymous;Sample;6824;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:13.6641
0.2795;ReceivingData;anonymous;Sample;6830;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:13.8132
0.3053;ReceivingData;anonymous;Sample;6836;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:13.9630
0.3471;ReceivingData;anonymous;Sample;6843;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:14.1282
0.4786;ReceivingData;anonymous;Sample;6850;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:14.2952
0.6045;ReceivingData;anonymous;Sample;6857;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:14.4614
0.6219;ReceivingData;anonymous;Sample;6863;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:14.6141
0.6052;ReceivingData;anonymous;Sample;6869;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:14.7611
0.6037;ReceivingData;anonymous;Sample;6875;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:14.9156
0.7128;ReceivingData;anonymous;Sample;6882;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:15.0814
0.7960;ReceivingData;anonymous;Sample;6888;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:15.2319
0.8330;ReceivingData;anonymous;Sample;6894;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:15.3830
0.8430;ReceivingData;anonymous;Sample;6901;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:15.5470
0.8513;ReceivingData;anonymous;Sample;6908;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:15.7141
0.8439;ReceivingData;anonymous;Sample;6915;41429edd-ea6d-4b4d-a5b0-5af4eda881d4;2023-05-10 14:34:15.8622
